MEDIA_ID,MEDIA_NAME,CNT,TIME(2015/12/22 09:39:44.003),TIMETICK(f=2929726),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,
0,p1,0,0.00000,10712101975,0.47075,0.15062,0.00000,0.00000,1,1,0.47097,0.13520,1,0.44678,0.20117,0,,0.38008,0.67395,20.58879,0.96666,1,0.62892,0.67743,21.61620,0.96296,1,0,0.00000,14,
0,p1,1,0.00422,10712114359,0.47554,0.15235,0.00000,0.00422,1,1,0.49470,0.15927,1,0.44678,0.20117,0,,0.38000,0.67404,20.49589,0.95926,1,0.62890,0.67742,21.55870,0.95555,1,0,0.00000,14,
0,p1,2,0.01337,10712141157,0.47883,0.15528,0.00000,0.01337,1,1,0.49531,0.16994,1,0.44678,0.20117,0,,0.38000,0.67404,20.49589,0.95185,1,0.62888,0.67745,21.61896,0.94815,1,0,0.00000,14,
0,p1,4,0.02629,10712179017,0.47856,0.16252,0.00000,0.02629,1,1,0.48322,0.20242,1,0.44678,0.20117,0,,0.37992,0.67402,20.65096,0.94444,1,0.62879,0.67757,21.73696,0.94444,1,0,0.00000,14,
0,p1,5,0.03025,10712190604,0.47908,0.16695,0.00000,0.03025,1,1,0.48322,0.20242,1,0.44678,0.20117,0,,0.37987,0.67400,20.72844,0.94444,1,0.62879,0.67757,21.73696,0.94444,1,0,0.00000,14,
0,p1,6,0.03602,10712207518,0.47891,0.16900,0.00000,0.03602,1,1,0.47742,0.18744,1,0.44678,0.20117,0,,0.37987,0.67400,20.73040,0.94444,1,0.62879,0.67757,21.73696,0.94444,1,0,0.00000,14,
0,p1,8,0.05344,10712258561,0.47841,0.17309,0.00000,0.05345,1,1,0.47575,0.18972,1,0.44678,0.20117,0,,0.37983,0.67403,20.65006,0.94815,1,0.62875,0.67761,21.72853,0.95185,1,0,0.00000,14,
0,p1,9,0.05771,10712271050,0.47802,0.17484,0.00000,0.05771,1,1,0.47336,0.19591,1,0.44678,0.20117,0,,0.37988,0.67406,20.80048,0.95555,1,0.62873,0.67759,21.76376,0.95926,1,0,0.00000,14,
0,p1,10,0.06425,10712290210,0.47721,0.17466,0.00000,0.06425,1,1,0.46677,0.17235,1,0.44678,0.20117,0,,0.37983,0.67403,20.65006,0.96296,1,0.62877,0.67758,21.71693,0.96666,1,0,0.00000,14,
0,p1,11,0.06995,10712306930,0.47646,0.17381,0.00000,0.06995,1,1,0.46595,0.16183,1,0.44678,0.20117,0,,0.37986,0.67405,20.75905,0.97037,1,0.62873,0.67759,21.76376,0.97407,1,0,0.00000,14,
0,p1,12,0.07792,10712330281,0.47656,0.17091,0.00000,0.07793,1,1,0.47794,0.12746,1,0.44678,0.20117,0,,0.37989,0.67408,20.87408,0.97777,1,0.62876,0.67761,21.76603,0.98148,1,0,0.00000,14,
0,p1,13,0.08468,10712350062,0.47657,0.16760,0.00000,0.08468,1,1,0.47689,0.11460,1,0.44678,0.20117,0,,0.37987,0.67404,20.75864,0.98518,1,0.62871,0.67754,21.73759,0.98889,1,0,0.00000,14,
0,p1,14,0.09330,10712375331,0.47655,0.16406,0.00000,0.09330,1,1,0.47616,0.10389,1,0.44678,0.20117,0,,0.37988,0.67405,20.78704,0.99259,1,0.62874,0.67758,21.78293,0.99629,1,0,0.00000,14,
0,p1,15,0.09633,10712384210,0.47658,0.15893,0.00000,0.09633,1,1,0.47713,0.06660,1,0.44678,0.20117,0,,0.37999,0.67381,21.04503,1.00000,1,0.62882,0.67750,21.78489,1.00000,1,0,0.00000,14,
0,p1,16,0.10312,10712404093,0.47666,0.15714,0.00000,0.10312,1,1,0.47823,0.12303,1,0.44678,0.20117,0,,0.38005,0.67374,21.11354,1.00000,1,0.62888,0.67747,21.73741,1.00000,1,0,0.00000,14,
0,p1,17,0.10991,10712423980,0.47675,0.15587,0.00000,0.10991,1,1,0.47842,0.13048,1,0.44678,0.20117,0,,0.38008,0.67383,20.85571,0.99629,1,0.62884,0.67744,21.72198,0.99259,1,0,0.00000,14,
0,p1,18,0.11643,10712443093,0.47583,0.16022,0.00000,0.11643,1,1,0.45645,0.25156,1,0.44678,0.20117,0,,0.38008,0.67373,21.04676,0.98889,1,0.62895,0.67744,21.66853,0.98518,1,0,0.00000,14,
0,p1,19,0.12319,10712462886,0.47427,0.16148,0.00000,0.12319,1,1,0.44001,0.18929,1,0.44678,0.20117,0,,0.38006,0.67372,20.85451,0.98148,1,0.62892,0.67732,21.63363,0.97777,1,0,0.00000,14,
0,p1,20,0.12990,10712482563,0.47286,0.16276,0.00000,0.12990,1,1,0.44059,0.19223,1,0.44678,0.20117,0,,0.38010,0.67375,20.76763,0.97777,1,0.62893,0.67740,21.73889,0.97777,1,0,0.00000,14,
0,p1,21,0.13715,10712503810,0.47168,0.16570,0.00000,0.13716,1,1,0.44322,0.23625,1,0.44678,0.20117,0,,0.38011,0.67369,20.87239,0.97777,1,0.62901,0.67738,21.77596,0.97777,1,0,0.00000,14,
0,p1,22,0.14552,10712528335,0.47093,0.16865,0.00000,0.14553,1,1,0.45226,0.24226,1,0.44678,0.20117,0,,0.38018,0.67368,20.81850,0.97777,1,0.62905,0.67730,21.77414,0.97777,1,0,0.00000,14,
0,p1,23,0.14989,10712541130,0.47024,0.17137,0.00000,0.14989,1,1,0.45226,0.24226,1,0.44678,0.20117,0,,0.38006,0.67362,20.49447,0.97777,1,0.62901,0.67735,21.73399,0.97777,1,0,0.00000,14,
0,p1,24,0.15667,10712560999,0.46984,0.17363,0.00000,0.15668,1,1,0.45897,0.23458,1,0.44678,0.20117,0,,0.38024,0.67369,20.63492,0.97777,1,0.62905,0.67737,21.78452,0.98148,1,0,0.00000,14,
0,p1,25,0.16343,10712580777,0.46861,0.17509,0.00000,0.16343,1,1,0.43414,0.21592,1,0.44678,0.20117,0,,0.38014,0.67358,20.34102,0.98518,1,0.62914,0.67728,21.50333,0.98889,1,0,0.00000,14,
0,p1,26,0.17001,10712600061,0.46744,0.17636,0.00000,0.17001,1,1,0.43349,0.21315,1,0.44678,0.20117,0,,0.38009,0.67358,20.20975,0.98889,1,0.62915,0.67728,21.51793,0.98889,1,0,0.00000,14,
0,p1,27,0.17706,10712620729,0.45049,0.20404,0.00000,0.17001,1,0,0.43788,0.17742,1,0.44678,0.20117,0,,0.38016,0.67348,20.17309,0.98889,1,0.62929,0.67680,20.86979,0.98518,1,0,0.00000,14,
0,p1,28,0.18391,10712640793,0.44410,0.20252,0.00000,0.17001,1,0,0.43770,0.20100,1,0.44678,0.20117,0,,0.38019,0.67344,20.18770,0.98148,1,0.62931,0.67682,20.61609,0.97777,1,0,0.00000,14,
0,p1,29,0.19043,10712659884,0.44231,0.20540,0.00000,0.17001,1,0,0.43873,0.21116,1,0.44678,0.20117,0,,0.38017,0.67335,19.90378,0.97407,1,0.62931,0.67682,20.89045,0.97037,1,0,0.00000,14,
0,p1,30,0.19702,10712679191,0.44454,0.19879,0.17706,0.01995,2,1,0.45123,0.17897,1,0.44678,0.20117,0,,0.38018,0.67331,20.02490,0.96666,1,0.62929,0.67680,20.86979,0.96296,1,0,0.00000,14,
0,p1,31,0.20349,10712698166,0.44556,0.19835,0.17706,0.02643,2,1,0.44967,0.19658,1,0.44678,0.20117,0,,0.38013,0.67324,19.78195,0.95926,1,0.62927,0.67677,20.88396,0.95555,1,0,0.00000,14,
0,p1,32,0.21050,10712718697,0.44635,0.19853,0.17706,0.03344,2,1,0.45030,0.19944,1,0.44678,0.20117,0,,0.38015,0.67322,19.98117,0.95555,1,0.62925,0.67666,20.85071,0.95555,1,0,0.00000,14,
0,p1,33,0.21712,10712738102,0.44524,0.19570,0.17706,0.04006,2,1,0.43858,0.17871,1,0.44678,0.20117,0,,0.38018,0.67316,19.87270,0.95555,1,0.62926,0.67670,20.71577,0.95926,1,0,0.00000,14,
0,p1,34,0.22381,10712757682,0.44482,0.19366,0.17706,0.04675,2,1,0.44186,0.17934,1,0.44678,0.20117,0,,0.38012,0.67315,19.76951,0.96296,1,0.62934,0.67682,20.46165,0.96666,1,0,0.00000,14,
0,p1,35,0.23134,10712779755,0.44438,0.19090,0.17706,0.05428,2,1,0.44085,0.16885,1,0.44678,0.20117,0,,0.38010,0.67314,19.67714,0.97037,1,0.62933,0.67674,20.52972,0.97407,1,0,0.00000,14,
0,p1,36,0.23721,10712796935,0.44360,0.18636,0.17706,0.06014,2,1,0.43659,0.14555,1,0.44678,0.20117,0,,0.38009,0.67314,19.61795,0.97777,1,0.62942,0.67681,20.29994,0.98148,1,0,0.00000,14,
0,p1,37,0.24389,10712816517,0.44321,0.18132,0.17706,0.06683,2,1,0.43930,0.13086,1,0.44678,0.20117,0,,0.38013,0.67312,19.57242,0.98518,1,0.62943,0.67678,20.27882,0.98889,1,0,0.00000,14,
