MEDIA_ID,MEDIA_NAME,CNT,TIME(2016/10/27 10:20:04.996),TIMETICK(f=3507539),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,
0,blankscreen_1680x1050,0,0.00000,1265720916806,0.10848,0.94956,0.00000,0.00000,1,1,0.01765,0.92802,1,0.00000,0.99905,0,,0.19587,0.59090,15.63213,1.05538,1,0.56420,0.62690,16.38971,1.05362,1,
0,blankscreen_1680x1050,1,0.01978,1265720986213,0.10243,0.94825,0.00000,0.01979,1,1,0.02374,0.93122,1,0.00000,0.99810,0,,0.19566,0.59102,15.42325,1.04355,1,0.56408,0.62695,16.23248,1.04179,1,
0,blankscreen_1680x1050,2,0.03282,1265721031933,0.09841,0.94853,0.00000,0.03282,1,1,0.04218,0.95255,1,0.00000,0.99810,0,,0.19502,0.59110,15.72517,1.03173,1,0.56359,0.62705,16.18563,1.04064,1,
0,blankscreen_1680x1050,3,0.05126,1265721096612,0.06945,0.94813,0.00000,0.03282,1,0,0.04337,0.94460,1,0.00000,0.99333,0,,0.19496,0.59115,15.91602,1.04186,1,0.56326,0.62755,16.44528,1.05078,1,
0,blankscreen_1680x1050,4,0.06538,1265721146151,0.05498,0.94562,0.00000,0.03282,1,0,0.04050,0.94310,1,0.00000,0.99333,0,,0.19457,0.59116,16.05961,1.05200,1,0.56315,0.62743,16.80425,1.05119,1,
0,blankscreen_1680x1050,5,0.08189,1265721204055,0.04168,0.95162,0.00000,0.03282,1,0,0.01508,0.96362,1,0.00000,0.99143,0,,0.19456,0.59198,16.55271,1.05241,1,0.56306,0.62772,16.76643,1.04667,1,
0,blankscreen_1680x1050,6,0.09852,1265721262366,0.03217,0.96115,0.05126,0.04726,2,1,0.00364,0.98975,1,0.00000,0.99143,0,,0.19438,0.59249,16.20542,1.04268,1,0.56287,0.62744,16.55707,1.03695,1,
0,blankscreen_1680x1050,7,0.11481,1265721319525,0.02706,0.96707,0.05126,0.06355,2,1,0.00662,0.99072,1,0.00000,0.98286,0,,0.19437,0.59261,16.22721,1.03296,1,0.56301,0.62777,16.54099,1.03695,1,
0,blankscreen_1680x1050,8,0.13139,1265721377656,0.02345,0.96952,0.05126,0.08013,2,1,0.00539,0.98178,1,0.00000,0.98286,0,,0.19470,0.59236,16.37004,1.03296,1,0.56334,0.62797,16.61432,1.03695,1,
0,blankscreen_1680x1050,9,0.14805,1265721436091,0.02594,0.97250,0.05126,0.09679,2,1,0.04087,0.99041,1,0.00000,0.98190,0,,0.19448,0.59214,16.59408,1.03296,1,0.56323,0.62786,16.58747,1.03695,1,
0,blankscreen_1680x1050,10,0.16454,1265721493948,0.02808,0.97488,0.05126,0.11328,2,1,0.04311,0.99149,1,0.00000,0.98190,0,,0.19394,0.59221,16.47536,1.03296,1,0.56277,0.62786,16.72035,1.02722,1,
0,blankscreen_1680x1050,11,0.18079,1265721550939,0.02879,0.97768,0.05126,0.12953,2,1,0.03446,1.00013,1,0.00000,0.98095,0,,0.19351,0.59226,16.52222,1.02323,1,0.56238,0.62797,16.47792,1.01750,1,
0,blankscreen_1680x1050,12,0.19726,1265721608713,0.02976,0.97938,0.05126,0.14600,2,1,0.03849,0.99467,1,0.00000,0.98095,0,,0.19352,0.59222,16.54823,1.02323,1,0.56239,0.62789,16.47811,1.01750,1,
0,blankscreen_1680x1050,13,0.21345,1265721665503,0.03099,0.98095,0.05126,0.16219,2,1,0.04323,0.99667,1,0.00000,0.98095,0,,0.19340,0.59228,16.44357,1.01404,1,0.56239,0.62789,16.47811,1.00830,1,
0,blankscreen_1680x1050,14,0.23000,1265721723541,0.03045,0.98397,0.05126,0.17874,2,1,0.02458,1.01717,1,0.00000,0.98095,0,,0.19393,0.59234,16.27025,1.00485,1,0.56280,0.62785,16.75686,0.99911,1,
0,blankscreen_1680x1050,15,0.24638,1265721781010,0.03076,0.98605,0.05126,0.19512,2,1,0.03451,1.01096,1,0.00000,0.98095,0,,0.19404,0.59207,16.40535,0.98593,1,0.56292,0.62774,16.65194,0.98019,1,
0,blankscreen_1680x1050,16,0.26287,1265721838850,0.03152,0.98801,0.05126,0.21161,2,1,0.04131,1.01358,1,0.00000,0.98000,0,,0.19452,0.59194,16.41475,0.97128,1,0.56346,0.62755,16.77357,0.97006,1,
0,blankscreen_1680x1050,17,0.27972,1265721897952,0.04020,0.98374,0.05126,0.22846,2,1,0.16179,0.92387,1,0.00000,0.98000,0,,0.19755,0.58934,17.13417,0.96115,1,0.56627,0.62563,15.13894,0.95993,1,
0,blankscreen_1680x1050,18,0.29817,1265721962641,0.05867,0.97521,0.05126,0.24691,2,1,0.33574,0.84727,1,0.00000,0.98000,0,,0.20295,0.58526,15.97554,0.96074,1,0.57253,0.62070,15.39424,0.95952,1,
0,blankscreen_1680x1050,19,0.32245,1265722047806,0.07491,0.96758,0.05126,0.27119,2,1,0.33466,0.84553,1,0.00000,0.97714,0,,0.20579,0.58367,17.03345,0.96525,1,0.57437,0.61984,16.10216,0.96403,1,
0,blankscreen_1680x1050,20,0.32843,1265722068802,0.12522,0.94911,0.05126,0.27119,2,0,0.36990,0.75762,1,0.00000,0.97714,0,,0.20717,0.58289,17.11501,0.96977,1,0.57491,0.61981,16.49327,0.97774,1,
0,blankscreen_1680x1050,21,0.34485,1265722126382,0.25133,0.86529,0.05126,0.27119,2,0,0.37744,0.78146,1,0.00000,0.97714,0,,0.20716,0.58304,17.13522,0.98347,1,0.57512,0.61998,16.72758,0.99145,1,
0,blankscreen_1680x1050,22,0.36169,1265722185447,0.29250,0.83532,0.05126,0.27119,2,0,0.37484,0.77539,1,0.00000,0.97714,0,,0.20714,0.58328,16.97956,0.99718,1,0.57521,0.62025,16.83612,1.00515,1,
0,blankscreen_1680x1050,23,0.37823,1265722243459,0.37222,0.78693,0.05126,0.27119,2,0,0.36438,0.80394,1,0.00000,0.97714,0,,0.20724,0.58335,16.90241,1.01089,1,0.57547,0.62049,16.58356,1.01459,1,
0,blankscreen_1680x1050,24,0.39438,1265722300111,0.37580,0.78934,0.05126,0.27119,2,0,0.37938,0.79176,1,0.00000,0.97714,0,,0.20733,0.58329,17.02436,1.01581,1,0.57563,0.62051,16.45752,1.01952,1,
0,blankscreen_1680x1050,25,0.41097,1265722358310,0.37700,0.79015,0.05126,0.27119,2,0,0.37938,0.79176,1,0.00000,0.97714,0,,0.20784,0.58327,17.32440,1.01581,1,0.57605,0.62059,16.70773,1.01952,1,
0,blankscreen_1680x1050,26,0.43356,1265722437531,0.37508,0.78981,0.37823,0.05533,3,1,0.36935,0.78878,1,0.00000,0.97714,0,,0.20804,0.58318,17.39676,1.01581,1,0.57612,0.62045,16.79004,1.01459,1,
0,blankscreen_1680x1050,27,0.44361,1265722472807,0.37477,0.78851,0.37823,0.06539,3,1,0.37349,0.78331,1,0.00000,0.97714,0,,0.20794,0.58320,17.26700,1.01089,1,0.57616,0.62048,16.68609,1.00967,1,
0,blankscreen_1680x1050,28,0.46014,1265722530791,0.37471,0.78799,0.37823,0.08192,3,1,0.37443,0.78543,1,0.00000,0.97714,0,,0.20787,0.58301,16.99095,1.00597,1,0.57618,0.62041,16.62039,1.00474,1,
0,blankscreen_1680x1050,29,0.47672,1265722588937,0.37423,0.78231,0.37823,0.09850,3,1,0.37137,0.74821,1,0.00000,0.97714,0,,0.20772,0.58303,16.87357,1.00104,1,0.57608,0.62016,16.07070,0.99982,1,
0,blankscreen_1680x1050,30,0.49322,1265722646812,0.37425,0.77878,0.37823,0.11500,3,1,0.37440,0.75408,1,0.00000,0.97714,0,,0.20767,0.58281,16.75059,0.99612,1,0.57610,0.62020,15.95888,0.99489,1,
0,blankscreen_1680x1050,31,0.50960,1265722704245,0.37427,0.77604,0.37823,0.13137,3,1,0.37440,0.75408,1,0.00000,0.97714,0,,0.20790,0.58262,16.74397,0.99612,1,0.57611,0.61971,15.94105,0.99489,1,
0,blankscreen_1680x1050,32,0.52589,1265722761408,0.37482,0.77291,0.37823,0.14767,3,1,0.37980,0.74471,1,0.00000,0.97714,0,,0.20801,0.58248,16.59365,0.99612,1,0.57619,0.61999,15.91540,0.99982,1,
0,blankscreen_1680x1050,33,0.54231,1265722818991,0.37252,0.77361,0.37823,0.16408,3,1,0.34948,0.78061,1,0.00000,0.97714,0,,0.20817,0.58247,16.67721,1.00104,1,0.57627,0.61971,15.93843,1.00474,1,
0,blankscreen_1680x1050,34,0.55884,1265722876979,0.37051,0.77401,0.37823,0.18062,3,1,0.34842,0.77847,1,0.00000,0.97714,0,,0.20823,0.58234,16.48155,1.00597,1,0.57645,0.61974,16.00996,1.00967,1,
0,blankscreen_1680x1050,35,0.57498,1265722933585,0.36870,0.77361,0.37823,0.19676,3,1,0.34701,0.76886,1,0.00000,0.97714,0,,0.20849,0.58228,16.53223,1.01089,1,0.57658,0.61987,15.52384,1.01459,1,
0,blankscreen_1680x1050,36,0.59135,1265722991015,0.36730,0.77206,0.37823,0.21313,3,1,0.34907,0.75185,1,0.00000,0.97714,0,,0.20856,0.58223,16.66860,1.01581,1,0.57651,0.61989,15.39359,1.01952,1,
0,blankscreen_1680x1050,37,0.60767,1265723048234,0.36599,0.77049,0.37823,0.22944,3,1,0.34759,0.74846,1,0.00000,0.97714,0,,0.20868,0.58237,16.52270,1.02074,1,0.57671,0.61973,15.43995,1.02965,1,
0,blankscreen_1680x1050,38,0.62586,1265723112042,0.36489,0.76764,0.37823,0.24763,3,1,0.34839,0.72489,1,0.00000,0.97714,0,,0.20870,0.58233,16.54657,1.03087,1,0.57670,0.61971,15.36953,1.03486,1,
0,blankscreen_1680x1050,39,0.64994,1265723196511,0.36776,0.76552,0.37823,0.27172,3,1,0.41380,0.73164,1,0.00000,0.97714,0,,0.20946,0.58151,16.53151,1.03608,1,0.57807,0.61893,15.16117,1.04007,1,
0,blankscreen_1680x1050,40,0.65707,1265723221516,0.37033,0.76370,0.37823,0.27884,3,1,0.41403,0.73279,1,0.00000,0.97714,0,,0.21100,0.58068,16.36778,1.03637,1,0.57964,0.61741,14.94948,1.03515,1,
0,blankscreen_1680x1050,41,0.67349,1265723279106,0.37786,0.75169,0.37823,0.29526,3,1,0.51326,0.53555,1,0.00000,0.97714,0,,0.21474,0.57515,15.87686,1.03144,1,0.58276,0.61330,15.35445,1.03022,1,
0,blankscreen_1680x1050,42,0.68993,1265723336759,0.39162,0.71632,0.37823,0.29526,3,0,0.51417,0.54390,1,0.00000,0.97714,0,,0.21463,0.57505,16.13588,1.02652,1,0.58253,0.61253,15.22852,1.02530,1,
0,blankscreen_1680x1050,43,0.70637,1265723394440,0.45301,0.63092,0.37823,0.29526,3,0,0.51440,0.54551,1,0.00000,0.97714,0,,0.21444,0.57455,16.10085,1.02159,1,0.58235,0.61194,15.23052,1.02558,1,
0,blankscreen_1680x1050,44,0.72310,1265723453119,0.47589,0.60804,0.37823,0.29526,3,0,0.52164,0.56229,1,0.00000,0.97714,0,,0.21443,0.57461,16.08709,1.02188,1,0.58237,0.61215,15.85616,1.02587,1,
0,blankscreen_1680x1050,45,0.73957,1265723510877,0.51584,0.54211,0.37823,0.29526,3,0,0.51149,0.51851,1,0.00000,0.97714,0,,0.21439,0.57455,16.16550,1.01695,1,0.58227,0.61160,15.02772,1.02094,1,
0,blankscreen_1680x1050,46,0.75856,1265723577505,0.51380,0.53201,0.37823,0.29526,3,0,0.51177,0.52192,1,0.00000,0.97714,0,,0.21441,0.57472,16.29787,1.01203,1,0.58242,0.61140,15.04064,1.01602,1,
0,blankscreen_1680x1050,47,0.77195,1265723624464,0.51887,0.53138,0.37823,0.29526,3,0,0.52901,0.53012,1,0.00000,0.97714,0,,0.21431,0.57447,16.58739,1.00710,1,0.58228,0.61133,15.13937,1.01602,1,
0,blankscreen_1680x1050,48,0.78852,1265723682580,0.52100,0.52778,0.73957,0.04895,4,1,0.52738,0.51696,1,0.00000,0.97714,0,,0.21376,0.57482,16.51223,1.01231,1,0.58209,0.61102,15.39098,1.02123,1,
0,blankscreen_1680x1050,49,0.80534,1265723741582,0.52219,0.52456,0.73957,0.06577,4,1,0.52696,0.51167,1,0.00000,0.97714,0,,0.21345,0.57458,16.21018,1.02245,1,0.58134,0.61057,15.34539,1.02615,1,
0,blankscreen_1680x1050,50,0.82147,1265723798172,0.52192,0.53243,0.73957,0.08191,4,1,0.52057,0.57182,1,0.00000,0.97714,0,,0.21362,0.57395,16.12024,1.02737,1,0.58138,0.61060,15.37701,1.03108,1,
