MEDIA_ID,MEDIA_NAME,CNT,TIME(2016/10/24 20:28:57.468),TIMETICK(f=3507539),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,
0,blankscreen_1680x1050,0,0.00000,484715941850,0.41769,0.12613,0.00000,0.00000,1,1,0.39836,0.06344,1,0.39940,0.06000,0,,0.38522,0.66337,11.90657,0.98741,1,0.74164,0.67126,11.91605,1.00249,1,
0,blankscreen_1680x1050,1,0.01620,484715998682,0.41728,0.11966,0.00000,0.01620,1,1,0.41233,0.04200,1,0.39940,0.06000,0,,0.38522,0.66337,11.90657,1.00839,1,0.74164,0.67126,11.91605,1.02347,1,
0,blankscreen_1680x1050,2,0.03255,484716056037,0.41685,0.11311,0.00000,0.03256,1,1,0.41129,0.02798,1,0.39940,0.06000,0,,0.38515,0.66316,11.82368,1.02392,1,0.74165,0.67117,11.96381,1.03316,1,
0,blankscreen_1680x1050,3,0.04908,484716114003,0.41566,0.10820,0.00000,0.04908,1,1,0.39892,0.03941,1,0.39821,0.06190,0,,0.38512,0.66307,12.00248,1.03361,1,0.74169,0.67220,12.17133,1.03817,1,
0,blankscreen_1680x1050,4,0.06543,484716171362,0.41434,0.10457,0.00000,0.06544,1,1,0.39456,0.05011,1,0.39821,0.06190,0,,0.38533,0.66286,12.38633,1.03861,1,0.74180,0.67189,11.84032,1.04317,1,
0,blankscreen_1680x1050,5,0.08192,484716229184,0.41315,0.10105,0.00000,0.08192,1,1,0.39411,0.04468,1,0.38393,0.11048,0,,0.38558,0.66303,12.52936,1.04362,1,0.74196,0.67192,11.56858,1.04818,1,
0,blankscreen_1680x1050,6,0.09817,484716286192,0.40835,0.06918,0.00000,0.08192,1,0,0.40340,0.01615,1,0.32321,0.32095,0,,0.38567,0.66326,12.40047,1.04863,1,0.74203,0.67188,11.23291,1.04772,1,
0,blankscreen_1680x1050,7,0.11467,484716344051,0.40306,0.04560,0.00000,0.08192,1,0,0.39778,0.02201,1,0.32321,0.32095,0,,0.38568,0.66317,12.34665,1.03732,1,0.74201,0.67207,11.30352,1.03642,1,
0,blankscreen_1680x1050,8,0.13104,484716401492,0.40169,0.04288,0.00000,0.08192,1,0,0.39894,0.03746,1,0.17143,0.72857,0,,0.38529,0.66300,12.16704,1.02602,1,0.74201,0.67207,11.30352,1.02011,1,
0,blankscreen_1680x1050,9,0.14921,484716465215,0.40489,0.03978,0.09817,0.05104,2,1,0.41450,0.03046,1,0.17143,0.72857,0,,0.38598,0.66270,11.51158,1.00972,1,0.74220,0.67105,11.24445,1.00927,1,
